,Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
5,sp|A0FGR8|ESYT2_HUMAN,fold4-fold1,-0.439525554,0.181525673,-2.421285914,12,0.032241651,0.082938363,NA,0.645833333,0.479166667
8,sp|A0JNW5|UH1BL_HUMAN,fold4-fold1,-0.291059016,0.214658889,-1.355914103,11,0.202308249,0.333921321,NA,0.388888889,0.388888889
11,sp|A0MZ66|SHOT1_HUMAN,fold4-fold1,-0.014340943,0.150405504,-0.095348522,15,0.925300142,0.95295857,NA,0.392857143,0.392857143
14,sp|A1L390|PKHG3_HUMAN,fold4-fold1,-0.889911921,0.151090357,-5.889931945,15,2.97E-05,0.000220008,NA,0.472222222,0.472222222
17,sp|A2A2Y4|FRMD3_HUMAN,fold4-fold1,0.112290983,0.185807633,0.60433999,12,0.556871412,0.686627077,NA,0.25,0.25
20,sp|A2RU67|F234B_HUMAN,fold4-fold1,0.859108649,0.187795088,4.574713086,13,0.000521133,0.002645214,NA,0.361111111,0.277777778
23,sp|A3KN83|SBNO1_HUMAN,fold4-fold1,0.05097837,0.160587432,0.317449313,14,0.755587734,0.838149516,NA,0.416666667,0.333333333
26,sp|A6H8Y1|BDP1_HUMAN,fold4-fold1,-0.163581336,0.13401184,-1.220648385,15,0.241060992,0.380940026,NA,0.222222222,0.222222222
29,sp|A6ND36|FA83G_HUMAN,fold4-fold1,-0.507497388,0.148358409,-3.42075243,13,0.004556984,0.017099971,NA,0.25,0.25
32,sp|A6NFI3|ZN316_HUMAN,fold4-fold1,0.081340017,0.210879924,0.385717213,14,0.705503749,0.801356406,NA,0.7,0.616666667
35,sp|A6NHT5|HMX3_HUMAN,fold4-fold1,-0.062698404,0.284297907,-0.220537691,10,0.829889831,0.89185703,NA,0.833333333,0.416666667
38,sp|A7KAX9|RHG32_HUMAN,fold4-fold1,#NAME?,NA,NA,NA,NA,0,oneConditionMissing,0.791666667,0.208333333
41,sp|B2RTY4|MYO9A_HUMAN,fold4-fold1,#NAME?,NA,NA,NA,NA,0,oneConditionMissing,0.5,0
44,sp|O00148|DX39A_HUMAN,fold4-fold1,0.316281043,0.143840772,2.198827488,15,0.043993902,0.105735597,NA,0.458333333,0.458333333
47,sp|O00159|MYO1C_HUMAN,fold4-fold1,-0.526284139,0.133817054,-3.932862998,14,0.001501487,0.006761151,NA,0.333333333,0.25
50,sp|O00178|GTPB1_HUMAN,fold4-fold1,-0.592789398,0.27690123,-2.140797276,9,0.060942176,0.135070672,NA,0.666666667,0.166666667
53,sp|O00193|SMAP_HUMAN,fold4-fold1,0.643192917,0.574130019,1.120291389,15,0.280206831,0.422820393,NA,0.447916667,0.447916667
56,sp|O00203|AP3B1_HUMAN,fold4-fold1,-0.175081948,0.18592036,-0.941704008,15,0.361264343,0.50679526,NA,0.25,0.25
59,sp|O00231|PSD11_HUMAN,fold4-fold1,0.701822152,0.526724176,1.332428211,6,0.231088923,0.369287569,NA,0.416666667,0
62,sp|O00232|PSD12_HUMAN,fold4-fold1,-0.817953472,0.300732976,-2.719866247,9,0.023612984,0.064649092,NA,0.694444444,0.277777778
65,sp|O00257|CBX4_HUMAN,fold4-fold1,-0.734462873,0.120633594,-6.088377639,13,3.85E-05,0.000276326,NA,0.291666667,0.208333333
68,sp|O00264|PGRC1_HUMAN,fold4-fold1,0.161121294,0.116647731,1.381263851,15,0.187428924,0.316531158,NA,0.233333333,0.233333333
71,sp|O00267|SPT5H_HUMAN,fold4-fold1,-0.107567861,0.132451534,-0.812129978,14,0.430310316,0.574589348,NA,0.458333333,0.458333333
74,sp|O00299|CLIC1_HUMAN,fold4-fold1,-0.245825973,0.139649901,-1.760301804,15,0.098726085,0.195241922,NA,0.458333333,0.458333333
77,sp|O00400|ACATN_HUMAN,fold4-fold1,-0.875270129,0.276339235,-3.167375526,11,0.008960412,0.029876798,NA,0.333333333,0
80,sp|O00401|WASL_HUMAN,fold4-fold1,0.196069557,0.271377244,0.722498151,15,0.481101857,0.620195931,NA,0.416666667,0.416666667
83,sp|O00410|IPO5_HUMAN,fold4-fold1,-0.648883741,0.459426695,-1.412377095,13,0.181328439,0.309101102,NA,0.472222222,0.388888889
86,sp|O00418|EF2K_HUMAN,fold4-fold1,0.149781638,0.197125702,0.759828051,15,0.459133742,0.602003958,NA,0.5,0.5
89,sp|O00422|SAP18_HUMAN,fold4-fold1,0.18435175,0.180115416,1.023520113,4,0.363921562,0.508857015,NA,0.75,0.25
92,sp|O00429|DNM1L_HUMAN,fold4-fold1,-0.76353703,0.186609849,-4.091622359,15,0.00096247,0.0045597,NA,0.30952381,0.30952381
95,sp|O00443|P3C2A_HUMAN,fold4-fold1,-0.035808094,0.16634401,-0.215265303,15,0.832460008,0.89336664,NA,0.416666667,0.416666667
98,sp|O00472|ELL2_HUMAN,fold4-fold1,0.135629385,0.138753792,0.977482363,15,0.343832822,0.491128039,NA,0.55,0.55
101,sp|O00499|BIN1_HUMAN,fold4-fold1,-0.152394429,0.134438972,-1.133558416,15,0.274772822,0.417066508,NA,0.45,0.45
104,sp|O00505|IMA4_HUMAN,fold4-fold1,0.973653257,0.203044047,4.795280979,14,0.000285082,0.001550901,NA,0.55952381,0.476190476
107,sp|O00512|BCL9_HUMAN,fold4-fold1,-0.25575929,0.070689994,-3.618040929,15,0.002530304,0.010423753,NA,0.35,0.35
110,sp|O00566|MPP10_HUMAN,fold4-fold1,1.070051219,0.155098386,6.89917699,12,1.65E-05,0.000130063,NA,0.546296296,0.296296296
113,sp|O00567|NOP56_HUMAN,fold4-fold1,0.346455332,0.592858023,0.58438162,15,0.567649458,0.696618925,NA,0.548611111,0.548611111
116,sp|O00592|PODXL_HUMAN,fold4-fold1,0.034093983,0.210053852,0.162310676,10,0.874294066,0.923429961,NA,0.541666667,0.125
119,sp|O00712|NFIB_HUMAN,fold4-fold1,0.067300367,0.168775012,0.398757883,4,0.710442092,0.804153966,NA,0.791666667,0.208333333
122,sp|O13563|RPN13_YEAST,fold4-fold1,1.939411772,0.231071832,8.393112017,14,7.80E-07,8.25E-06,NA,0.694444444,0.611111111
125,sp|O14467|MBF1_YEAST,fold4-fold1,1.679186403,0.257617909,6.518127608,12,2.86E-05,0.000214289,NA,0.583333333,0.333333333
128,sp|O14497|ARI1A_HUMAN,fold4-fold1,0.165470103,0.145685433,1.135804039,15,0.273860941,0.416840549,NA,0.435185185,0.435185185
131,sp|O14523|C2C2L_HUMAN,fold4-fold1,0.647760839,0.154876096,4.182445549,15,0.000800809,0.003866327,NA,0.533333333,0.533333333
134,sp|O14578|CTRO_HUMAN,fold4-fold1,-0.264644463,0.092601909,-2.857872649,15,0.01197422,0.037661654,NA,0.1875,0.1875
137,sp|O14579|COPE_HUMAN,fold4-fold1,0.225232163,0.102852115,2.189864193,4,0.093706283,0.188240359,NA,0.75,0.25
140,sp|O14617|AP3D1_HUMAN,fold4-fold1,-1.059138882,0.504384607,-2.099863609,13,0.055826422,0.12644351,NA,0.5,0.333333333
143,sp|O14646|CHD1_HUMAN,fold4-fold1,0.312639339,0.361286072,0.865351208,15,0.400474791,0.547283459,NA,0.383333333,0.383333333
