"","protein","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","mean_10","mean_1","ngood_10","ngood_1"
"1","sp|A0AVK6|E2F8_HUMAN",NA,22.0828507814582,NA,NA,NA,NA,NA,NA,22.0828507814582,0,4
"2","sp|A0FGR8|ESYT2_HUMAN",-0.984697503484987,24.7892325017924,-2.19967894561334,0.0486416266780985,0.107503507959006,-5.6106319663124,FALSE,24.2968837500499,25.2815812535348,6,6
"3","sp|A0JNW5|UH1BL_HUMAN",-0.762516347811417,23.9895059171439,-6.82206096943596,2.06392301981718e-05,0.000117047983338626,2.36007589702397,TRUE,23.6082477432382,24.3707640910496,6,6
"4","sp|A0MZ66|SHOT1_HUMAN",0.109700545946777,26.2367244587892,1.0439847272033,0.317516363908615,0.450674122345094,-7.24013252412693,FALSE,26.2915747317626,26.1818741858158,6,6
"5","sp|A1L390|PKHG3_HUMAN",1.03061840286074,24.8689222224296,4.02896031569641,0.00174621176991475,0.00636012476542226,-2.28866448760994,TRUE,25.38423142386,24.3536130209993,6,6
"6","sp|A1X283|SPD2B_HUMAN",NA,22.2432452829922,NA,NA,NA,NA,NA,NA,22.2432452829922,0,6
"7","sp|A2A2Y4|FRMD3_HUMAN",0.217856141033144,24.959020716898,1.43331128002331,0.177863066915229,0.290420338260877,-6.77927362170094,FALSE,25.0679487874146,24.8500926463815,6,6
"8","sp|A6ND36|FA83G_HUMAN",-0.145039809598031,23.870936824788,-1.17726903408008,0.262407790943546,0.389920134842843,-7.095073184418,FALSE,23.7984169199889,23.943456729587,6,6
"9","sp|A6NHT5|HMX3_HUMAN",1.83112826954287,24.4211186613854,2.05362114770888,0.0711320420012665,0.145654060156067,-5.69053963322862,FALSE,25.031494751233,23.2003664816902,6,3
"10","sp|A6NI28|RHG42_HUMAN",-0.364042644491282,23.4726008590555,-1.19585187173606,0.25535304868513,0.382350843719317,-7.07374684287631,FALSE,23.2905795368099,23.6546221813011,6,6
"11","sp|A7E2V4|ZSWM8_HUMAN",-2.40977936296498,25.2183144993956,-2.45306951859311,0.0407238206634655,0.0928371271419828,-4.95647419926185,FALSE,23.4109799771719,25.8207593401369,2,6
"12","sp|A7KAX9|RHG32_HUMAN",0.575780799326122,25.9987195241494,2.16312263939751,0.0519104992987895,0.114032162671084,-5.67206585502159,FALSE,26.2866099238125,25.7108291244864,6,6
"13","sp|O00148|DX39A_HUMAN",-2.35808536839278,22.6652378921146,-3.43723667092141,0.0293338692721967,0.0712461283926035,-3.78458015845916,FALSE,20.8966738658201,23.2547592342128,1,3
"14","sp|O00159|MYO1C_HUMAN",0.552160639042216,24.0078026647901,5.78822367657686,9.4116178912091e-05,0.000457058455061591,0.758774797552668,TRUE,24.2838829843112,23.731722345269,6,6
"15","sp|O00161|SNP23_HUMAN",0.450934280325932,26.6804809208212,2.58192205531588,0.0243755953443826,0.0608464696447082,-4.9460834137752,FALSE,26.9059480609842,26.4550137806583,6,6
"16","sp|O00178|GTPB1_HUMAN",0.275983162844345,24.7631969249683,0.364151305416595,0.722219959513208,0.810419835707309,-7.73324950057043,FALSE,24.9011885063905,24.6252053435461,6,6
"17","sp|O00192|ARVC_HUMAN",-0.184835854648945,22.7016434985138,-0.525141427597935,0.623115563905863,0.730618850370658,-6.98474606637902,FALSE,22.5537748147947,22.7386106694436,1,4
"18","sp|O00193|SMAP_HUMAN",0.496861651750613,29.8583465818375,0.785587693716704,0.447676513064939,0.579897782636495,-7.47887024074733,FALSE,30.1067774077128,29.6099157559622,6,6
"19","sp|O00203|AP3B1_HUMAN",0.34526947959974,28.8236473616323,4.7545363068603,0.000497743301032628,0.00205836748469447,-0.986938826963212,TRUE,28.9962821014322,28.6510126218324,6,6
"20","sp|O00232|PSD12_HUMAN",-0.426779400518824,23.8137780033191,-0.444461592058284,0.668876006935324,0.770377409169036,-7.34914679225452,FALSE,23.49369345293,23.9204728534488,2,6
"21","sp|O00257|CBX4_HUMAN",1.34398945490199,24.9450738508906,4.49212054023908,0.000777711558737593,0.00307087040716479,-1.45147861508613,TRUE,25.6170685783416,24.2730791234396,6,6
