"","modelName","subject_Id","protein_Id","contrast","diff","std.error","avgAbd","statistic","df","p.value","conf.low","conf.high","sigma","FDR"
"1","WaldTest_moderated","CON__P02769","CON__P02769","4vs1",-2.29581130242945,0.944212274741794,25.7095033204976,-2.57914501091084,16.9681998263338,0.0195226554272713,-5.54913708878497,0.957514483926059,1.5417752020831,0.0475363529360854
"2","WaldTest_moderated","CON__P05787","CON__P05787","4vs1",-0.272025127786742,0.137312457095322,32.0411376039572,-1.8816275499825,16.9681998263338,0.0771564432144994,-0.800400402257652,0.256350146684168,0.250400958609708,0.145773833425023
"3","WaldTest_moderated","CON__P12763","CON__P12763","4vs1",-0.734130005232602,0.228448159124175,28.5322944365181,-3.27112798066847,16.9681998263338,0.00451089280063768,-1.55437306712919,0.0861130566639844,0.388719266240334,0.01427951495831
"4","WaldTest_moderated","CON__P15636","CON__P15636","4vs1",-0.400461374166891,0.358394270300903,23.9303197657022,-1.17839260361059,13.9681998263338,0.258325716987308,-1.66318447204864,0.862261723714859,0.588614901689521,0.371740168750426
"5","WaldTest_moderated","CON__P31096","CON__P31096","4vs1",-1.52864932163991,0.378147304807301,21.2090845758823,-4.33671142153696,6.96819982633376,0.00344646395324131,-2.52580364846108,-0.531494994818735,0.42130665964767,0.0113353883232753
"6","WaldTest_moderated","CON__Q29443","CON__Q29443","4vs1",-0.31866706200551,0.0574232537113687,26.1103944920999,-3.76930128845287,16.9681998263338,0.00153379939332689,-0.627656368807825,-0.00967775520319558,0.146432322558857,0.00567604730330518
"7","WaldTest_moderated","CON__Q9TRI1","CON__Q9TRI1","4vs1",0.0413569224418905,0.316539766919618,24.9890437412067,0.136094849265395,15.9681998263338,0.893447275278138,-1.07461664643197,1.15733049131575,0.526340940165571,0.925390677319501
"8","WaldTest_moderated","REV__sp|Q08972|NEW1_YEAST","REV__sp|Q08972|NEW1_YEAST","4vs1",0.360969977619779,0.171051720899087,24.4812770093768,1.90010707488047,9.96819982633376,0.0867009295908714,-0.193482965342229,0.915422920581788,0.248733688735969,0.15949856707288
"9","WaldTest_moderated","sp|A0FGR8|ESYT2_HUMAN","sp|A0FGR8|ESYT2_HUMAN","4vs1",-1.02372800753865,0.454472960787194,24.6518683747742,-2.37636526102232,15.9681998263338,0.0303375827835967,-2.60577279536294,0.558316780285639,0.746160092167558,0.0689993556093223
"10","WaldTest_moderated","sp|A0JNW5|UH1BL_HUMAN","sp|A0JNW5|UH1BL_HUMAN","4vs1",-0.0634078360085097,0.429074080580135,23.2647211828571,-0.15768370600356,12.9681998263338,0.877134803029748,-1.56846458764128,1.44164891562426,0.696492975388684,0.912780339292205
